model,likes,downloads,tags
Replete-LLM-V2.5-Qwen-32b-GGUF,26,391,"gguf, text-generation, base_model:rombodawg/Rombos-LLM-V2.5-Qwen-32b, base_model:quantized:rombodawg/Rombos-LLM-V2.5-Qwen-32b, license:apache-2.0, endpoints_compatible, region:us, imatrix, conversational"
writing-roleplay-20k-context-nemo-12b-v1.0-gguf,26,1543,"gguf, llama-cpp, gguf-my-repo, base_model:openerotica/writing-roleplay-20k-context-nemo-12b-v1.0, base_model:quantized:openerotica/writing-roleplay-20k-context-nemo-12b-v1.0, endpoints_compatible, region:us, conversational"
L3.1-Dark-Planet-SpinFire-Uncensored-8B-GGUF,26,2008,"gguf, creative, creative writing, fiction writing, plot generation, sub-plot generation, story generation, scene continue, storytelling, fiction story, science fiction, romance, all genres, story, writing, vivid prosing, vivid writing, fiction, roleplaying, bfloat16, swearing, rp, horror, llama 3.1, llama-3, llama3, llama-3.1, context 128k, mergekit, text-generation, en, base_model:DavidAU/L3.1-Dark-Planet-SpinFire-Uncensored-8B, base_model:quantized:DavidAU/L3.1-Dark-Planet-SpinFire-Uncensored-8B, license:apache-2.0, endpoints_compatible, region:us, conversational"
Mistral-Large-Instruct-2411-GGUF,26,16178,"gguf, text-generation, en, fr, de, es, it, pt, zh, ja, ru, ko, base_model:mistralai/Mistral-Large-Instruct-2411, base_model:quantized:mistralai/Mistral-Large-Instruct-2411, license:other, region:us, imatrix, conversational"
FLUX.1-Depth-dev-GGUF,26,1464,"gguf, license:other, region:us"
Qwen2-VL-2B-Instruct-GGUF,26,3543,"gguf, multimodal, image-text-to-text, en, base_model:Qwen/Qwen2-VL-2B-Instruct, base_model:quantized:Qwen/Qwen2-VL-2B-Instruct, license:apache-2.0, endpoints_compatible, region:us, conversational"
internlm3-8b-instruct-gguf,26,167,"gguf, chat, text-generation, en, license:apache-2.0, endpoints_compatible, region:us, conversational"
DeepSeek-R1-Distill-Qwen-14B-Uncensored-i1-GGUF,26,1543,"transformers, gguf, generated_from_trainer, en, dataset:Guilherme34/uncensor, base_model:nicoboss/DeepSeek-R1-Distill-Qwen-14B-Uncensored, base_model:quantized:nicoboss/DeepSeek-R1-Distill-Qwen-14B-Uncensored, license:mit, endpoints_compatible, region:us, imatrix, conversational"
DeepSeek-R1-Distill-Qwen-14B-abliterated-v2-GGUF,26,3551,"transformers, gguf, abliterated, uncensored, base_model:deepseek-ai/DeepSeek-R1-Distill-Qwen-14B, base_model:quantized:deepseek-ai/DeepSeek-R1-Distill-Qwen-14B, endpoints_compatible, region:us, conversational"
DeepSeek-R1-Distill-Qwen-32B-Japanese-gguf,26,65,"gguf, japanese, qwen2, text-generation, ja, base_model:cyberagent/DeepSeek-R1-Distill-Qwen-32B-Japanese, base_model:quantized:cyberagent/DeepSeek-R1-Distill-Qwen-32B-Japanese, license:mit, region:us, conversational"
Mistral-Small-24B-Instruct-2501-GGUF,26,2298,"transformers, gguf, mistral, text-generation, unsloth, mistral-instruct, instruct, en, base_model:mistralai/Mistral-Small-24B-Instruct-2501, base_model:quantized:mistralai/Mistral-Small-24B-Instruct-2501, license:apache-2.0, autotrain_compatible, endpoints_compatible, region:us, conversational"
DeepSeek-V3-0324-GGUF,26,744,"gguf, mla, imatrix, deepseek_v3, conversational, ik_llama.cpp, text-generation, base_model:deepseek-ai/DeepSeek-V3-0324, base_model:quantized:deepseek-ai/DeepSeek-V3-0324, license:mit, endpoints_compatible, region:us"
Zyphra_ZR1-1.5B-GGUF,26,507,"gguf, text-generation, en, dataset:AI-MO/NuminaMath-CoT, dataset:codeparrot/apps, dataset:deepmind/code_contests, dataset:BAAI/TACO, dataset:MatrixStudio/Codeforces-Python-Submissions, base_model:Zyphra/ZR1-1.5B, base_model:quantized:Zyphra/ZR1-1.5B, license:mit, endpoints_compatible, region:us, conversational"
HiDream-I1-Fast-gguf,26,52890,"gguf, image-generation, HiDream.ai, text-to-image, en, base_model:HiDream-ai/HiDream-I1-Fast, base_model:quantized:HiDream-ai/HiDream-I1-Fast, license:mit, region:us"
PixelWave_FLUX.1-schnell_04,26,2078,"diffusers, safetensors, gguf, base_model:black-forest-labs/FLUX.1-schnell, base_model:quantized:black-forest-labs/FLUX.1-schnell, license:apache-2.0, endpoints_compatible, diffusers:FluxPipeline, region:us"
Athena-v1-GGUF,25,688,"transformers, gguf, llama, base_model:IkariDev/Athena-v1, base_model:quantized:IkariDev/Athena-v1, license:llama2, region:us"
WizardLM-1.0-Uncensored-CodeLlama-34B-GGUF,25,1375,"transformers, gguf, llama, en, dataset:ehartford/WizardLM_evol_instruct_V2_196k_unfiltered_merged_split, base_model:cognitivecomputations/WizardLM-1.0-Uncensored-CodeLlama-34b, base_model:quantized:cognitivecomputations/WizardLM-1.0-Uncensored-CodeLlama-34b, license:llama2, region:us"
MLewdBoros-LRPSGPT-2Char-13B-GGUF,25,9,"gguf, not-for-all-audiences, nsfw, license:cc-by-nc-4.0, endpoints_compatible, region:us"
MLewd-ReMM-L2-Chat-20B-GGUF,25,126,"gguf, not-for-all-audiences, nsfw, license:cc-by-nc-4.0, endpoints_compatible, region:us"
LLaMA2-13B-Tiefighter-GGUF,25,1104,"transformers, gguf, llama, base_model:KoboldAI/LLaMA2-13B-Tiefighter, base_model:quantized:KoboldAI/LLaMA2-13B-Tiefighter, license:llama2, region:us"
Noromaid-20B-v0.1.1-GGUF,25,976,"transformers, gguf, llama, base_model:NeverSleep/Noromaid-20b-v0.1.1, base_model:quantized:NeverSleep/Noromaid-20b-v0.1.1, license:cc-by-nc-4.0, region:us"
OpenHermes-2.5-neural-chat-7B-v3-2-7B-GGUF,25,355,"transformers, gguf, mistral, dataset:Open-Orca/SlimOrca, base_model:Weyaxi/OpenHermes-2.5-neural-chat-7b-v3-2-7B, base_model:quantized:Weyaxi/OpenHermes-2.5-neural-chat-7b-v3-2-7B, license:apache-2.0, region:us"
Limamono-Mistral-7B-v0.50,25,71,"transformers, gguf, mistral, text-generation, not-for-all-audiences, en, license:apache-2.0, autotrain_compatible, endpoints_compatible, 8-bit, bitsandbytes, region:us"
Nous-Hermes-2-Mixtral-8x7B-SFT-GGUF,25,1589,"transformers, gguf, mixtral, Mixtral, instruct, finetune, chatml, DPO, RLHF, gpt4, synthetic data, distillation, en, base_model:NousResearch/Nous-Hermes-2-Mixtral-8x7B-SFT, base_model:quantized:NousResearch/Nous-Hermes-2-Mixtral-8x7B-SFT, license:apache-2.0, region:us, conversational"
bode-7b-alpaca-pt-br-gguf,25,394,"transformers, gguf, llama, LLM, Portuguese, Bode, Alpaca, Llama 2, text-generation, pt, en, arxiv:2401.02909, license:mit, region:us, conversational"
WestLake-10.7B-v2-GGUF,25,59,"transformers, gguf, mistral, text-generation, mergekit, merge, en, base_model:senseable/WestLake-7B-v2, base_model:quantized:senseable/WestLake-7B-v2, license:apache-2.0, autotrain_compatible, endpoints_compatible, region:us"
C3TR-Adapter_gguf,25,339,"gguf, translation, gemma2, llama.cpp, en, ja, license:gemma, endpoints_compatible, region:us, imatrix, conversational"
Starling-LM-7B-beta-GGUF,25,255,"transformers, gguf, reward model, RLHF, RLAIF, text-generation, en, dataset:berkeley-nest/Nectar, license:apache-2.0, endpoints_compatible, region:us, conversational"
Starling-LM-7B-beta-GGUF,25,29,"transformers, gguf, reward model, RLHF, RLAIF, en, dataset:berkeley-nest/Nectar, arxiv:1909.08593, license:apache-2.0, endpoints_compatible, region:us, conversational"
Erosumika-7B-v3-0.2-GGUF-IQ-Imatrix,25,523,"gguf, text-generation-inference, instruct, conversational, roleplay, mistral, merge, sillytavern, text-generation, en, license:cc-by-4.0, endpoints_compatible, region:us"
XunziALLM-GGUF,25,16,"gguf, endpoints_compatible, region:us"
MPT-7b-WizardLM_Uncensored-Storywriter-Merge-Q6_K-GGUF,25,518,"gguf, llama-cpp, gguf-my-repo, endpoints_compatible, region:us"
Aura_Uncensored_l3_8B-GGUF-IQ-Imatrix,25,431,"gguf, roleplay, llama3, sillytavern, en, base_model:ResplendentAI/Aura_Llama3, base_model:quantized:ResplendentAI/Aura_Llama3, license:apache-2.0, endpoints_compatible, region:us, conversational"
Llama-3-LewdPlay-8B-evo-GGUF,25,152,"transformers, gguf, mergekit, merge, arxiv:2311.03099, arxiv:2306.01708, base_model:Undi95/Llama-3-LewdPlay-8B, base_model:merge:Undi95/Llama-3-LewdPlay-8B, base_model:Undi95/Llama-3-Unholy-8B-e4, base_model:merge:Undi95/Llama-3-Unholy-8B-e4, base_model:vicgalle/Roleplay-Llama-3-8B, base_model:merge:vicgalle/Roleplay-Llama-3-8B, license:cc-by-nc-4.0, endpoints_compatible, region:us"
HelpingAI-9B,25,61,"transformers, safetensors, gguf, llama, text-generation, HelpingAI, Emotionally Intelligent, EQ, conversational, dataset:OEvortex/SentimentSynth, dataset:OEvortex/EmotionalIntelligence-10K, license:other, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us"
Fimbulvetr-11B-v2-GGUF-IQ-Imatrix,25,886,"transformers, gguf, roleplay, en, base_model:Sao10K/Fimbulvetr-11B-v2, base_model:quantized:Sao10K/Fimbulvetr-11B-v2, license:cc-by-nc-4.0, region:us, imatrix"
Qwen2-7B-Multilingual-RP-GGUF,25,627,"transformers, gguf, en, ko, ja, zh, es, base_model:maywell/Qwen2-7B-Multilingual-RP, base_model:quantized:maywell/Qwen2-7B-Multilingual-RP, license:apache-2.0, endpoints_compatible, region:us, conversational"
llama3-8B-DarkIdol-2.2-Uncensored-1048K-GGUF,25,980,"transformers, gguf, roleplay, llama3, sillytavern, idol, en, ja, zh, base_model:aifeifei798/llama3-8B-DarkIdol-2.2-Uncensored-1048K, base_model:quantized:aifeifei798/llama3-8B-DarkIdol-2.2-Uncensored-1048K, license:llama3, endpoints_compatible, region:us"
xLAM-1b-fc-r-gguf,25,276,"gguf, arxiv:2406.18518, license:cc-by-nc-4.0, endpoints_compatible, region:us, conversational"
gemma-2-it-GGUF,25,1146,"transformers, gguf, gemma2, text-generation, unsloth, gemma, en, license:gemma, autotrain_compatible, endpoints_compatible, region:us, conversational"
Hermes-3-Llama-3.1-8B-lorablated-GGUF,25,753,"transformers, gguf, mergekit, merge, autoquant, arxiv:2212.04089, base_model:mlabonne/Hermes-3-Llama-3.1-8B-lorablated, base_model:quantized:mlabonne/Hermes-3-Llama-3.1-8B-lorablated, endpoints_compatible, region:us, conversational"
flux.1-dev-modern-anime-full,25,331,"gguf, base_model:black-forest-labs/FLUX.1-dev, base_model:quantized:black-forest-labs/FLUX.1-dev, license:other, region:us"
NemoMix-Unleashed-12B-GGUF,25,504,"transformers, gguf, mergekit, merge, endpoints_compatible, region:us"
solar-pro-preview-instruct-GGUF,25,206384,"gguf, mistral, quantized, 2-bit, 3-bit, 4-bit, 5-bit, 6-bit, 8-bit, GGUF, text-generation, base_model:upstage/solar-pro-preview-instruct, base_model:quantized:upstage/solar-pro-preview-instruct, region:us, conversational"
MN-GRAND-Gutenberg-Lyra4-Lyra-23.5B-GGUF,25,436,"gguf, creative, creative writing, fiction writing, plot generation, sub-plot generation, story generation, scene continue, storytelling, fiction story, science fiction, romance, all genres, story, writing, vivid prosing, vivid writing, fiction, mistral, roleplaying, bfloat16, swearing, rp, horror, mistral nemo, mergekit, not-for-all-audiences, text-generation, en, base_model:DavidAU/MN-GRAND-Gutenberg-Lyra4-Lyra-23.5B, base_model:quantized:DavidAU/MN-GRAND-Gutenberg-Lyra4-Lyra-23.5B, license:apache-2.0, endpoints_compatible, region:us"
CodeLlama-13B-QML,25,119,"safetensors, gguf, QML, Code-Completion, base_model:meta-llama/CodeLlama-13b-hf, base_model:adapter:meta-llama/CodeLlama-13b-hf, license:llama2, region:us"
huihui-ai_DeepSeek-R1-Distill-Llama-70B-abliterated-GGUF,25,4802,"gguf, abliterated, uncensored, text-generation, base_model:huihui-ai/DeepSeek-R1-Distill-Llama-70B-abliterated, base_model:quantized:huihui-ai/DeepSeek-R1-Distill-Llama-70B-abliterated, endpoints_compatible, region:us, imatrix, conversational"
uncensoredai_UncensoredLM-DeepSeek-R1-Distill-Qwen-14B-GGUF,25,6568,"gguf, text-generation, base_model:uncensoredai/UncensoredLM-DeepSeek-R1-Distill-Qwen-14B, base_model:quantized:uncensoredai/UncensoredLM-DeepSeek-R1-Distill-Qwen-14B, license:apache-2.0, endpoints_compatible, region:us, imatrix, conversational"
Phi-4-mini-instruct.gguf,25,4247,"gguf, Demo, Phi 4 Mini, multilingual, reasoning, code generation, function calling, chat completion, memory efficient, low latency, 128k context, text-generation, base_model:microsoft/Phi-4-mini-instruct, base_model:quantized:microsoft/Phi-4-mini-instruct, license:mit, endpoints_compatible, region:us, imatrix, conversational"
HunyuanVideo-I2V-gguf,25,26825,"gguf, image-to-video, base_model:tencent/HunyuanVideo-I2V, base_model:quantized:tencent/HunyuanVideo-I2V, license:other, region:us"
DeepHermes-3-Llama-3-3B-Preview-GGUF,25,2570,"transformers, gguf, Llama-3, instruct, finetune, chatml, gpt4, synthetic data, distillation, function calling, json mode, axolotl, roleplaying, chat, reasoning, r1, vllm, en, license:llama3, endpoints_compatible, region:us, conversational"
gemma-3-4b-it-GGUF,25,10651,"gguf, image-text-to-text, arxiv:1905.07830, arxiv:1905.10044, arxiv:1911.11641, arxiv:1904.09728, arxiv:1705.03551, arxiv:1911.01547, arxiv:1907.10641, arxiv:1903.00161, arxiv:2009.03300, arxiv:2304.06364, arxiv:2103.03874, arxiv:2110.14168, arxiv:2311.12022, arxiv:2108.07732, arxiv:2107.03374, arxiv:2210.03057, arxiv:2106.03193, arxiv:1910.11856, arxiv:2502.12404, arxiv:2502.21228, arxiv:2404.16816, arxiv:2104.12756, arxiv:2311.16502, arxiv:2203.10244, arxiv:2404.12390, arxiv:1810.12440, arxiv:1908.02660, arxiv:2312.11805, base_model:google/gemma-3-4b-it, base_model:quantized:google/gemma-3-4b-it, license:gemma, endpoints_compatible, region:us, conversational"
gemma-3-12b-it-GGUF,25,109910,"gguf, image-text-to-text, base_model:google/gemma-3-12b-it, base_model:quantized:google/gemma-3-12b-it, license:gemma, endpoints_compatible, region:us, conversational"
Fallen-Gemma3-27B-v1-GGUF,25,1941,"gguf, license:other, endpoints_compatible, region:us, conversational"
gemma-3-27b-pt-qat-q4_0-gguf,25,218,"gguf, gemma, gemma3, image-text-to-text, arxiv:1905.07830, arxiv:1905.10044, arxiv:1911.11641, arxiv:1904.09728, arxiv:1705.03551, arxiv:1911.01547, arxiv:1907.10641, arxiv:1903.00161, arxiv:2009.03300, arxiv:2304.06364, arxiv:2103.03874, arxiv:2110.14168, arxiv:2311.12022, arxiv:2108.07732, arxiv:2107.03374, arxiv:2210.03057, arxiv:2106.03193, arxiv:1910.11856, arxiv:2502.12404, arxiv:2502.21228, arxiv:2404.16816, arxiv:2104.12756, arxiv:2311.16502, arxiv:2203.10244, arxiv:2404.12390, arxiv:1810.12440, arxiv:1908.02660, arxiv:2312.11805, base_model:google/gemma-3-27b-pt, base_model:quantized:google/gemma-3-27b-pt, license:gemma, endpoints_compatible, region:us"
nomic-embed-text-v2-moe-GGUF,25,19185,"gguf, sentence-similarity, feature-extraction, en, es, fr, de, it, pt, pl, nl, tr, ja, vi, ru, id, ar, cs, ro, sv, el, uk, zh, hu, da, no, hi, fi, bg, ko, sk, th, he, ca, lt, fa, ms, sl, lv, mr, bn, sq, cy, be, ml, kn, mk, ur, fy, te, eu, sw, so, sd, uz, co, hr, gu, ce, eo, jv, la, zu, mn, si, ga, ky, tg, my, km, mg, pa, sn, ha, ht, su, gd, ny, ps, ku, am, ig, lo, mi, nn, sm, yi, st, tl, xh, yo, af, ta, tn, ug, az, ba, bs, dv, et, gl, gn, gv, hy, arxiv:2502.07972, arxiv:2205.13147, base_model:nomic-ai/nomic-embed-text-v2-moe, base_model:quantized:nomic-ai/nomic-embed-text-v2-moe, license:apache-2.0, endpoints_compatible, region:us"
MoviiGen1.1-GGUF,25,5279,"gguf, video, video-generation, text-to-video, base_model:ZuluVision/MoviiGen1.1, base_model:quantized:ZuluVision/MoviiGen1.1, license:apache-2.0, region:us"
Devstral-Small-Vision-2505-GGUF,25,22040,"gguf, image-text-to-text, base_model:mistralai/Devstral-Small-2505, base_model:quantized:mistralai/Devstral-Small-2505, license:apache-2.0, endpoints_compatible, region:us, conversational"
MLewd-L2-Chat-13B-GGUF,24,477,"transformers, gguf, llama, not-for-all-audiences, nsfw, license:cc-by-nc-4.0, region:us"
Xwin-LM-13B-V0.1-GGUF,24,214,"transformers, gguf, llama, base_model:Xwin-LM/Xwin-LM-13B-V0.1, base_model:quantized:Xwin-LM/Xwin-LM-13B-V0.1, license:llama2, region:us"
Hermes-Trismegistus-Mistral-7B-GGUF,24,696,"transformers, gguf, mistral, mistral-7b, instruct, finetune, gpt4, synthetic data, distillation, en, dataset:teknium/trismegistus-project, base_model:teknium/Hermes-Trismegistus-Mistral-7B, base_model:quantized:teknium/Hermes-Trismegistus-Mistral-7B, license:apache-2.0, region:us"
MythoMist-7B-GGUF,24,2803,"transformers, gguf, mistral, en, base_model:Gryphe/MythoMist-7b, base_model:quantized:Gryphe/MythoMist-7b, license:other, region:us"
Mixtral-SlimOrca-8x7B-GGUF,24,441,"transformers, gguf, mixtral, text-generation, dataset:Open-Orca/SlimOrca, base_model:Open-Orca/Mixtral-SlimOrca-8x7B, base_model:quantized:Open-Orca/Mixtral-SlimOrca-8x7B, license:apache-2.0, region:us"
ELYZA-japanese-Llama-2-13b-fast-instruct-gguf,24,1071,"gguf, llama2, ja, arxiv:2307.09288, license:llama2, endpoints_compatible, region:us"
TeeZee_Kyllene-Yi-34B-v1.1-iMat.GGUF,24,548,"gguf, endpoints_compatible, region:us, conversational"
SpaceLLaVA,24,309,"transformers, safetensors, gguf, llava, text-generation, remyx, vqasynth, spatial-reasoning, multimodal, vision-language-model, vlm, robotics, embodied-ai, quantitative-spatial-reasoning, distance-estimation, image-text-to-text, conversational, en, dataset:remyxai/vqasynth_spacellava, arxiv:2401.12168, base_model:liuhaotian/llava-v1.5-13b, base_model:quantized:liuhaotian/llava-v1.5-13b, license:apache-2.0, autotrain_compatible, endpoints_compatible, region:us"
c4ai-command-r-v01-GGUF,24,271,"transformers, gguf, text-generation, en, fr, de, es, it, pt, ja, ko, zh, ar, license:cc-by-nc-4.0, endpoints_compatible, region:us"
dolphin-2.8-mistral-7b-v02-GGUF,24,1060,"gguf, generated_from_trainer, text-generation, base_model:mistral-community/Mistral-7B-v0.2, base_model:quantized:mistral-community/Mistral-7B-v0.2, endpoints_compatible, region:us, conversational"
Merged-RP-Stew-V2-34B-i1-GGUF,24,499,"transformers, gguf, merge, roleplay, exl2, not-for-all-audiences, en, base_model:ParasiticRogue/Merged-RP-Stew-V2-34B, base_model:quantized:ParasiticRogue/Merged-RP-Stew-V2-34B, license:apache-2.0, endpoints_compatible, region:us"
granite-7b-lab-GGUF,24,2168,"transformers, gguf, llama, granite, ibm, lab, labrador, labradorite, en, base_model:instructlab/granite-7b-lab, base_model:quantized:instructlab/granite-7b-lab, license:apache-2.0, endpoints_compatible, region:us, conversational"
moondream2-gguf,24,386,"gguf, endpoints_compatible, region:us"
dolphin-2.9.3-Yi-1.5-34B-32k-GGUF,24,897,"gguf, generated_from_trainer, axolotl, text-generation, dataset:cognitivecomputations/Dolphin-2.9, dataset:teknium/OpenHermes-2.5, dataset:m-a-p/CodeFeedback-Filtered-Instruction, dataset:cognitivecomputations/dolphin-coder, dataset:cognitivecomputations/samantha-data, dataset:microsoft/orca-math-word-problems-200k, dataset:Locutusque/function-calling-chatml, dataset:internlm/Agent-FLAN, license:apache-2.0, endpoints_compatible, region:us, imatrix, conversational"
Llama-3-Patronus-Lynx-8B-Instruct-Q4_K_M-GGUF,24,128,"transformers, gguf, patronus, hallucination detection, llama 3, base_model:PatronusAI/Llama-3-Patronus-Lynx-8B-Instruct, base_model:quantized:PatronusAI/Llama-3-Patronus-Lynx-8B-Instruct, license:cc-by-nc-4.0, endpoints_compatible, region:us, conversational"
NuminaMath-7B-TIR-Q8_0-GGUF,24,13,"gguf, alignment-handbook, generated_from_trainer, llama-cpp, gguf-my-repo, text-generation, base_model:AI-MO/NuminaMath-7B-TIR, base_model:quantized:AI-MO/NuminaMath-7B-TIR, license:apache-2.0, endpoints_compatible, region:us, conversational"
NSFW-flash,24,2141,"transformers, safetensors, gguf, stablelm, text-generation, not-for-all-audiences, conversational, en, dataset:UnfilteredAI/DAN, autotrain_compatible, endpoints_compatible, region:us"
LongWriter-llama3.1-8b-GGUF,24,1681,"transformers, gguf, Long Context, chatglm, llama, text-generation, en, zh, dataset:THUDM/LongWriter-6k, base_model:THUDM/LongWriter-llama3.1-8b, base_model:quantized:THUDM/LongWriter-llama3.1-8b, license:llama3.1, endpoints_compatible, region:us"
Star-Command-R-32B-v1-GGUF,24,362,"gguf, license:other, endpoints_compatible, region:us, conversational"
Qwen2.5-Coder-14B-Instruct-128K-GGUF,24,1519,"transformers, gguf, qwen2, unsloth, code, qwen, qwen-coder, codeqwen, en, arxiv:2409.12186, arxiv:2407.10671, base_model:Qwen/Qwen2.5-Coder-14B-Instruct, base_model:quantized:Qwen/Qwen2.5-Coder-14B-Instruct, license:apache-2.0, endpoints_compatible, region:us, conversational"
calme-3.2-instruct-78b-GGUF,24,2530,"gguf, chat, qwen, qwen2.5, finetune, english, text-generation, en, base_model:MaziyarPanahi/calme-3.2-instruct-78b, base_model:quantized:MaziyarPanahi/calme-3.2-instruct-78b, license:other, region:us, imatrix, conversational"
EXAONE-3.5-32B-Instruct-GGUF,24,358,"transformers, gguf, lg-ai, exaone, exaone-3.5, text-generation, en, ko, arxiv:2412.04862, license:other, endpoints_compatible, region:us, conversational"
TIPO-200M-ft2,24,25166,"transformers, safetensors, gguf, llama, text-generation, en, dataset:laion/conceptual-captions-12m-webdataset, dataset:CaptionEmporium/coyo-hd-11m-llavanext, dataset:KBlueLeaf/danbooru2023-metadata-database, dataset:graph-based-captions/GBC10M, arxiv:2411.08127, license:other, autotrain_compatible, text-generation-inference, endpoints_compatible, region:us"
OuteTTS-0.3-500M-GGUF,24,387,"gguf, text-to-speech, license:cc-by-sa-4.0, endpoints_compatible, region:us, conversational"
Deepseek-R1-Distill-NSFW-RPv1-GGUF,24,18387,"transformers, gguf, mergekit, merge, en, base_model:mergekit-community/Deepseek-R1-Distill-NSFW-RPv1, base_model:quantized:mergekit-community/Deepseek-R1-Distill-NSFW-RPv1, endpoints_compatible, region:us, conversational, not-for-all-audiences"
deepseek-r1-distill-qwen2.5-bakeneko-32b-gguf,24,420,"gguf, qwen2, conversational, text-generation, ja, arxiv:2404.01657, arxiv:2407.10671, arxiv:2501.12948, arxiv:2310.04799, base_model:rinna/deepseek-r1-distill-qwen2.5-bakeneko-32b, base_model:quantized:rinna/deepseek-r1-distill-qwen2.5-bakeneko-32b, license:apache-2.0, endpoints_compatible, region:us"
Cydonia-24B-v2.1-GGUF,24,2359,"gguf, license:other, endpoints_compatible, region:us, conversational"
gemma-3-12b-it-GGUF,24,6962,"gguf, image-text-to-text, arxiv:1905.07830, arxiv:1905.10044, arxiv:1911.11641, arxiv:1904.09728, arxiv:1705.03551, arxiv:1911.01547, arxiv:1907.10641, arxiv:1903.00161, arxiv:2009.03300, arxiv:2304.06364, arxiv:2103.03874, arxiv:2110.14168, arxiv:2311.12022, arxiv:2108.07732, arxiv:2107.03374, arxiv:2210.03057, arxiv:2106.03193, arxiv:1910.11856, arxiv:2502.12404, arxiv:2502.21228, arxiv:2404.16816, arxiv:2104.12756, arxiv:2311.16502, arxiv:2203.10244, arxiv:2404.12390, arxiv:1810.12440, arxiv:1908.02660, arxiv:2312.11805, base_model:google/gemma-3-12b-it, base_model:quantized:google/gemma-3-12b-it, license:gemma, endpoints_compatible, region:us, conversational"
google_gemma-3-4b-it-GGUF,24,11642,"gguf, image-text-to-text, base_model:google/gemma-3-4b-it, base_model:quantized:google/gemma-3-4b-it, endpoints_compatible, region:us, conversational"
mlabonne_gemma-3-27b-it-abliterated-GGUF,24,5827,"gguf, image-text-to-text, base_model:mlabonne/gemma-3-27b-it-abliterated, base_model:quantized:mlabonne/gemma-3-27b-it-abliterated, license:gemma, endpoints_compatible, region:us, imatrix, conversational"
Llama-4-Maverick-17B-128E-Instruct-GGUF,24,55743,"transformers, gguf, llama4, image-text-to-text, facebook, unsloth, meta, pytorch, llama, llama-4, ar, de, en, es, fr, hi, id, it, pt, th, tl, vi, arxiv:2204.05149, base_model:meta-llama/Llama-4-Maverick-17B-128E-Instruct, base_model:quantized:meta-llama/Llama-4-Maverick-17B-128E-Instruct, license:other, endpoints_compatible, region:us, conversational"
Rivermind-12B-v1-GGUF,24,908,"gguf, license:cc-by-nc-4.0, endpoints_compatible, region:us, conversational"
mlabonne_Qwen3-14B-abliterated-GGUF,24,25030,"gguf, abliteration, abliterated, text-generation, base_model:mlabonne/Qwen3-14B-abliterated, base_model:quantized:mlabonne/Qwen3-14B-abliterated, license:apache-2.0, endpoints_compatible, region:us, conversational"
Airoboros-L2-70B-2.1-GGUF,23,732,"transformers, gguf, llama, dataset:jondurbin/airoboros-2.1, base_model:jondurbin/airoboros-l2-70b-2.1, base_model:quantized:jondurbin/airoboros-l2-70b-2.1, license:llama2, region:us"
Synthia-70B-v1.2-GGUF,23,120,"transformers, gguf, llama, base_model:migtissera/Synthia-70B-v1.2, base_model:quantized:migtissera/Synthia-70B-v1.2, license:llama2, region:us"
airoboros-mistral2.2-7B-GGUF,23,4308,"transformers, gguf, mistral, llama-2, instruct, finetune, alpaca, gpt4, synthetic data, distillation, en, dataset:jondurbin/airoboros-2.2.1, base_model:teknium/airoboros-mistral2.2-7b, base_model:quantized:teknium/airoboros-mistral2.2-7b, license:mit, region:us"
Amethyst-13B-Mistral-GGUF,23,331,"transformers, gguf, llama, not-for-all-audiences, nsfw, license:cc-by-nc-4.0, region:us"
meditron-7B-GGUF,23,981,"transformers, gguf, llama, en, dataset:epfl-llm/guidelines, arxiv:2311.16079, base_model:epfl-llm/meditron-7b, base_model:quantized:epfl-llm/meditron-7b, license:llama2, region:us"
notus-7B-v1-GGUF,23,555,"transformers, gguf, mistral, dpo, rlaif, preference, ultrafeedback, text-generation, en, dataset:argilla/ultrafeedback-binarized-preferences, base_model:argilla/notus-7b-v1, base_model:quantized:argilla/notus-7b-v1, license:mit, model-index, region:us, conversational"
dolphin-2.6-mixtral-8x7b-GGUF,23,67,"gguf, endpoints_compatible, region:us, conversational"
Mixtral_7Bx2_MoE-GGUF,23,812,"transformers, gguf, mixtral, base_model:cloudyu/Mixtral_7Bx2_MoE, base_model:quantized:cloudyu/Mixtral_7Bx2_MoE, license:cc-by-nc-4.0, region:us"
llava-NousResearch_Nous-Hermes-2-Vision-GGUF,23,1463,"transformers, pytorch, gguf, llava_mistral, text-generation, mistral, instruct, finetune, chatml, gpt4, synthetic data, distillation, multimodal, llava, conversational, en, base_model:mistralai/Mistral-7B-v0.1, base_model:quantized:mistralai/Mistral-7B-v0.1, license:apache-2.0, autotrain_compatible, endpoints_compatible, region:us"
LLaMA2-13B-Erebus-v3-GGUF,23,6049,"gguf, pytorch, llama, llama-2, finetuned, not-for-all-audiences, text-generation, en, license:llama2, region:us"
Dr_Samantha-7B-GGUF,23,525,"transformers, gguf, llama, merge, medical, text-generation, en, zh, dataset:GBaker/MedQA-USMLE-4-options, dataset:cognitivecomputations/samantha-data, dataset:shibing624/medical, base_model:sethuiyer/Dr_Samantha-7b, base_model:quantized:sethuiyer/Dr_Samantha-7b, license:llama2, region:us"
deepseek-coder-7b-instruct-v1.5-GGUF,23,481,"gguf, license:other, endpoints_compatible, region:us, conversational"
Yi-34B-200k-v2_GGUF,23,35,"gguf, license:other, endpoints_compatible, region:us"
